lookup_key,연도,지역단계,시도,지역명,인사이트유형,지표ID,지표명,대시보드_표시명,대시보드_현재선택지표,분석인사이트,데이터주의사항
2026|시군구|강원|강릉시|population,2026,시군구,강원,강릉시,원지표,population,인구수,인구수(건),Y,"2026년 강원 강릉시의 인구는 207,731명으로 강원 18개 시군구 중 3위이며 강원 전체의 13.69%를 차지한다. 강원 18개 시군구 평균의 2.46배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|강릉시|damagePerCapita,2026,시군구,강원,강릉시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 강릉시의 1인당 우심피해액은 66,663원으로 강원 18개 시군구 중 13위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.39배이며, 인구 규모 대비 피해 부담은 매우 낮게 나타난다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|고성군|overall,2026,시군구,강원,고성군,종합,overall,종합 인사이트,,N,"2026년 강원 고성군의 인구는 26,999명으로 강원 18개 시군구 중 16위다. 우심피해액은 194.2억 원(6위)이고, 1인당 피해액은 719,374원(2위)이며 피해비중은 인구비중의 4.25배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|고성군|damage,2026,시군구,강원,고성군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 고성군의 우심피해액은 194.2억 원으로, 강원 18개 시군구 중 6위이며 강원 전체의 7.56%다. 1인당 피해액은 719,374원이고 피해비중/인구비중은 4.25배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|고성군|population,2026,시군구,강원,고성군,원지표,population,인구수,인구수(건),Y,"2026년 강원 고성군의 인구는 26,999명으로 강원 18개 시군구 중 16위이며 강원 전체의 1.78%를 차지한다. 강원 18개 시군구 평균의 0.32배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|고성군|damagePerCapita,2026,시군구,강원,고성군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 고성군의 1인당 우심피해액은 719,374원으로 강원 18개 시군구 중 2위다. 강원 전체 인구 기준 평균 1인당 피해액의 4.25배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|동해시|overall,2026,시군구,강원,동해시,종합,overall,종합 인사이트,,N,"2026년 강원 동해시의 인구는 87,675명으로 강원 18개 시군구 중 4위다. 우심피해액은 34.2억 원(15위)이고, 1인당 피해액은 38,957원(14위)이며 피해비중은 인구비중의 0.23배다. 인구 규모 대비 피해 부담은 매우 낮게 나타난다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|동해시|damage,2026,시군구,강원,동해시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 동해시의 우심피해액은 34.2억 원으로, 강원 18개 시군구 중 15위이며 강원 전체의 1.33%다. 1인당 피해액은 38,957원이고 피해비중/인구비중은 0.23배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|동해시|population,2026,시군구,강원,동해시,원지표,population,인구수,인구수(건),Y,"2026년 강원 동해시의 인구는 87,675명으로 강원 18개 시군구 중 4위이며 강원 전체의 5.78%를 차지한다. 강원 18개 시군구 평균의 1.04배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|동해시|damagePerCapita,2026,시군구,강원,동해시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 동해시의 1인당 우심피해액은 38,957원으로 강원 18개 시군구 중 14위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.23배이며, 인구 규모 대비 피해 부담은 매우 낮게 나타난다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|삼척시|overall,2026,시군구,강원,삼척시,종합,overall,종합 인사이트,,N,"2026년 강원 삼척시의 인구는 61,735명으로 강원 18개 시군구 중 7위다. 우심피해액은 379.0억 원(2위)이고, 1인당 피해액은 613,911원(5위)이며 피해비중은 인구비중의 3.63배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|삼척시|damage,2026,시군구,강원,삼척시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 삼척시의 우심피해액은 379.0억 원으로, 강원 18개 시군구 중 2위이며 강원 전체의 14.75%다. 1인당 피해액은 613,911원이고 피해비중/인구비중은 3.63배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|삼척시|population,2026,시군구,강원,삼척시,원지표,population,인구수,인구수(건),Y,"2026년 강원 삼척시의 인구는 61,735명으로 강원 18개 시군구 중 7위이며 강원 전체의 4.07%를 차지한다. 강원 18개 시군구 평균의 0.73배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|삼척시|damagePerCapita,2026,시군구,강원,삼척시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 삼척시의 1인당 우심피해액은 613,911원으로 강원 18개 시군구 중 5위다. 강원 전체 인구 기준 평균 1인당 피해액의 3.63배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|속초시|overall,2026,시군구,강원,속초시,종합,overall,종합 인사이트,,N,"2026년 강원 속초시의 인구는 80,933명으로 강원 18개 시군구 중 5위다. 우심피해액은 61.6억 원(11위)이고, 1인당 피해액은 76,160원(12위)이며 피해비중은 인구비중의 0.45배다. 인구 규모 대비 피해 부담은 낮은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|속초시|damage,2026,시군구,강원,속초시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 속초시의 우심피해액은 61.6억 원으로, 강원 18개 시군구 중 11위이며 강원 전체의 2.40%다. 1인당 피해액은 76,160원이고 피해비중/인구비중은 0.45배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|속초시|population,2026,시군구,강원,속초시,원지표,population,인구수,인구수(건),Y,"2026년 강원 속초시의 인구는 80,933명으로 강원 18개 시군구 중 5위이며 강원 전체의 5.33%를 차지한다. 강원 18개 시군구 평균의 0.96배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|속초시|damagePerCapita,2026,시군구,강원,속초시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 속초시의 1인당 우심피해액은 76,160원으로 강원 18개 시군구 중 12위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.45배이며, 인구 규모 대비 피해 부담은 낮은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양구군|overall,2026,시군구,강원,양구군,종합,overall,종합 인사이트,,N,"2026년 강원 양구군의 인구는 20,621명으로 강원 18개 시군구 중 18위(최하위)다. 우심피해액은 92.1억 원(10위)이고, 1인당 피해액은 446,611원(8위)이며 피해비중은 인구비중의 2.64배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양구군|damage,2026,시군구,강원,양구군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 양구군의 우심피해액은 92.1억 원으로, 강원 18개 시군구 중 10위이며 강원 전체의 3.58%다. 1인당 피해액은 446,611원이고 피해비중/인구비중은 2.64배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양구군|population,2026,시군구,강원,양구군,원지표,population,인구수,인구수(건),Y,"2026년 강원 양구군의 인구는 20,621명으로 강원 18개 시군구 중 18위(최하위)이며 강원 전체의 1.36%를 차지한다. 강원 18개 시군구 평균의 0.24배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양구군|damagePerCapita,2026,시군구,강원,양구군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 양구군의 1인당 우심피해액은 446,611원으로 강원 18개 시군구 중 8위다. 강원 전체 인구 기준 평균 1인당 피해액의 2.64배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양양군|overall,2026,시군구,강원,양양군,종합,overall,종합 인사이트,,N,"2026년 강원 양양군의 인구는 27,489명으로 강원 18개 시군구 중 15위다. 우심피해액은 195.4억 원(5위)이고, 1인당 피해액은 710,858원(3위)이며 피해비중은 인구비중의 4.20배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양양군|damage,2026,시군구,강원,양양군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 양양군의 우심피해액은 195.4억 원으로, 강원 18개 시군구 중 5위이며 강원 전체의 7.60%다. 1인당 피해액은 710,858원이고 피해비중/인구비중은 4.20배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양양군|population,2026,시군구,강원,양양군,원지표,population,인구수,인구수(건),Y,"2026년 강원 양양군의 인구는 27,489명으로 강원 18개 시군구 중 15위이며 강원 전체의 1.81%를 차지한다. 강원 18개 시군구 평균의 0.33배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|양양군|damagePerCapita,2026,시군구,강원,양양군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 양양군의 1인당 우심피해액은 710,858원으로 강원 18개 시군구 중 3위다. 강원 전체 인구 기준 평균 1인당 피해액의 4.20배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|영월군|overall,2026,시군구,강원,영월군,종합,overall,종합 인사이트,,N,"2026년 강원 영월군의 인구는 36,721명으로 강원 18개 시군구 중 12위다. 우심피해액은 40.3억 원(14위)이고, 1인당 피해액은 109,649원(11위)이며 피해비중은 인구비중의 0.65배다. 인구 규모 대비 피해 부담은 낮은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|영월군|damage,2026,시군구,강원,영월군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 영월군의 우심피해액은 40.3억 원으로, 강원 18개 시군구 중 14위이며 강원 전체의 1.57%다. 1인당 피해액은 109,649원이고 피해비중/인구비중은 0.65배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|영월군|population,2026,시군구,강원,영월군,원지표,population,인구수,인구수(건),Y,"2026년 강원 영월군의 인구는 36,721명으로 강원 18개 시군구 중 12위이며 강원 전체의 2.42%를 차지한다. 강원 18개 시군구 평균의 0.44배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|영월군|damagePerCapita,2026,시군구,강원,영월군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 영월군의 1인당 우심피해액은 109,649원으로 강원 18개 시군구 중 11위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.65배이며, 인구 규모 대비 피해 부담은 낮은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|원주시|overall,2026,시군구,강원,원주시,종합,overall,종합 인사이트,,N,"2026년 강원 원주시의 인구는 362,164명으로 강원 18개 시군구 중 1위이며 강원 인구의 23.86%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|원주시|damage,2026,시군구,강원,원주시,원지표,damage,우심피해액,우심피해액(원),Y,2026년 강원 원주시의 원자료상 우심피해액은 0원으로 강원 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|원주시|population,2026,시군구,강원,원주시,원지표,population,인구수,인구수(건),Y,"2026년 강원 원주시의 인구는 362,164명으로 강원 18개 시군구 중 1위이며 강원 전체의 23.86%를 차지한다. 강원 18개 시군구 평균의 4.30배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|원주시|damagePerCapita,2026,시군구,강원,원주시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 원주시의 1인당 우심피해액은 0원으로 강원 18개 시군구 중 공동 최하위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|인제군|overall,2026,시군구,강원,인제군,종합,overall,종합 인사이트,,N,"2026년 강원 인제군의 인구는 31,535명으로 강원 18개 시군구 중 14위다. 우심피해액은 208.2억 원(4위)이고, 1인당 피해액은 660,257원(4위)이며 피해비중은 인구비중의 3.90배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|인제군|damage,2026,시군구,강원,인제군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 강원 인제군의 우심피해액은 208.2억 원으로, 강원 18개 시군구 중 4위이며 강원 전체의 8.10%다. 1인당 피해액은 660,257원이고 피해비중/인구비중은 3.90배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|인제군|population,2026,시군구,강원,인제군,원지표,population,인구수,인구수(건),Y,"2026년 강원 인제군의 인구는 31,535명으로 강원 18개 시군구 중 14위이며 강원 전체의 2.08%를 차지한다. 강원 18개 시군구 평균의 0.37배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|인제군|damagePerCapita,2026,시군구,강원,인제군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 인제군의 1인당 우심피해액은 660,257원으로 강원 18개 시군구 중 4위다. 강원 전체 인구 기준 평균 1인당 피해액의 3.90배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|정선군|overall,2026,시군구,강원,정선군,종합,overall,종합 인사이트,,N,"2026년 강원 정선군의 인구는 33,515명으로 강원 18개 시군구 중 13위이며 강원 인구의 2.21%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|정선군|damage,2026,시군구,강원,정선군,원지표,damage,우심피해액,우심피해액(원),Y,2026년 강원 정선군의 원자료상 우심피해액은 0원으로 강원 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|정선군|population,2026,시군구,강원,정선군,원지표,population,인구수,인구수(건),Y,"2026년 강원 정선군의 인구는 33,515명으로 강원 18개 시군구 중 13위이며 강원 전체의 2.21%를 차지한다. 강원 18개 시군구 평균의 0.40배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|정선군|damagePerCapita,2026,시군구,강원,정선군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 강원 정선군의 1인당 우심피해액은 0원으로 강원 18개 시군구 중 공동 최하위다. 강원 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|강원|철원군|overall,2026,시군구,강원,철원군,종합,overall,종합 인사이트,,N,"2026년 강원 철원군의 인구는 40,497명으로 강원 18개 시군구 중 9위다. 우심피해액은 608.5억 원(1위)이고, 1인당 피해액은 1,502,673원(1위)이며 피해비중은 인구비중의 8.87배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
